Sex,Hours_Studied,Previous_Scores,Extracurricular_Activities,Sleep_Hours,Academic_Year,Performance_Index
Female,1,58,No,7,1,33
Male,2,92,No,6,1,70
Male,4,63,Yes,5,3,47
Female,3,95,No,9,2,73
Male,1,73,Yes,9,3,50
Male,5,61,Yes,7,1,48
Male,7,43,Yes,4,2,33
Male,2,96,Yes,6,3,72
Male,5,49,Yes,5,4,31
Male,6,41,Yes,7,5,32
Female,7,47,Yes,7,4,34
Female,1,72,No,4,5,41
Female,7,98,No,8,5,91
Male,4,77,Yes,6,2,61
Female,8,82,No,5,5,75
Male,4,98,No,7,1,80
Male,6,67,No,6,3,57
Male,9,49,No,5,4,46
Male,5,84,Yes,9,2,71
Male,4,40,No,9,3,21
Female,8,73,Yes,5,2,69
Male,9,42,Yes,9,2,37
Male,4,48,No,7,3,32
Female,3,44,No,6,2,26
Male,8,81,Yes,5,4,74
Female,5,49,Yes,7,2,34
Male,2,51,No,6,5,24
Female,9,57,No,6,5,53
Female,3,97,Yes,7,3,74
Female,2,60,No,6,4,37
Male,1,60,Yes,8,4,31
Female,8,40,Yes,5,1,29
Female,3,42,Yes,5,4,21
Male,7,44,Yes,6,4,37
Female,1,64,No,7,4,37
Male,1,97,Yes,4,5,73
Male,9,88,Yes,9,1,87
Female,8,47,No,6,1,45
Male,3,56,No,4,5,32
Female,6,48,Yes,6,4,35
Female,3,71,No,4,4,52
Male,4,45,No,6,2,27
Male,1,88,Yes,7,2,65
Male,5,79,No,9,1,64
Female,1,60,No,4,5,30
Male,1,46,No,8,3,22
Female,7,46,No,7,5,35
Male,6,86,No,9,5,72
Female,2,78,Yes,6,3,55
Female,2,93,No,4,4,71
Female,7,66,Yes,9,3,60
Female,1,47,Yes,5,2,19
Female,2,48,No,7,5,25
Male,8,67,No,4,1,55
Female,6,54,No,7,4,41
Female,2,41,No,4,1,17
Male,7,46,No,5,2,36
Male,4,86,No,8,1,71
Female,2,57,No,5,2,35
Female,6,61,No,6,2,48
Male,9,89,No,7,5,82
Male,9,49,No,8,5,48
Female,8,93,No,7,2,86
Female,3,89,No,9,4,69
Female,3,72,Yes,4,2,50
Female,2,46,No,6,4,22
Female,5,42,Yes,6,3,25
Male,4,53,Yes,7,3,33
Male,7,83,No,6,5,71
Female,4,85,Yes,7,3,70
Female,9,75,No,4,1,71
Male,2,52,No,4,2,28
Female,6,55,Yes,7,1,44
Male,7,55,No,5,1,46
Female,4,93,Yes,5,5,76
Male,6,44,Yes,4,2,29
Male,7,91,No,8,4,84
Female,4,64,Yes,5,1,47
Female,8,77,Yes,7,3,70
Male,9,77,No,4,4,73
Female,1,89,Yes,6,4,63
Male,7,77,No,6,2,68
Male,9,78,No,5,3,74
Male,5,95,No,8,5,82
Female,2,95,No,9,5,77
Male,6,87,Yes,5,2,77
Male,7,80,No,8,3,71
Male,2,65,Yes,5,3,39
Male,2,98,Yes,6,4,77
Female,1,52,No,8,2,25
Male,4,83,No,6,2,63
Female,7,90,No,7,5,80
Male,9,65,Yes,7,2,62
Male,3,94,No,4,4,75
Male,7,94,Yes,6,1,88
Female,7,40,No,6,3,31
Male,7,47,No,4,5,36
Male,2,43,Yes,7,5,21
Male,6,60,Yes,7,3,50
Female,2,61,No,8,1,40
Male,6,90,No,8,1,81
Male,3,92,No,9,5,75
Female,2,97,Yes,7,4,76
Female,6,76,No,9,1,66
Male,2,88,No,5,5,59
Female,5,42,Yes,6,3,26
Female,2,58,No,8,4,33
Male,3,40,Yes,5,3,19
Female,3,68,Yes,8,2,49
Male,6,62,No,4,3,50
Male,6,72,No,6,4,56
Male,3,94,Yes,9,1,74
Female,3,91,Yes,9,3,72
Female,1,80,No,8,5,53
Male,7,62,Yes,7,1,60
Female,8,44,Yes,9,4,35
Male,2,46,No,4,1,22
Female,4,96,Yes,4,2,80
Female,7,97,Yes,7,1,88
Male,8,45,Yes,4,4,39
Male,1,88,Yes,6,1,63
Female,4,61,Yes,8,2,44
Female,6,88,Yes,4,5,72
Male,3,52,No,6,2,33
Female,5,51,No,7,1,39
Male,9,43,No,8,5,45
Male,3,47,No,7,4,23
Male,5,76,Yes,8,5,63
Male,8,70,No,4,5,63
Male,6,76,Yes,4,4,63
Male,4,84,No,8,4,64
Female,8,65,Yes,6,4,62
Male,3,82,No,6,5,64
Female,3,47,Yes,6,2,28
Female,4,79,No,5,2,60
Male,9,72,No,9,2,70
Female,5,84,No,9,5,70
Female,8,68,No,9,5,60
Male,6,44,No,6,1,33
Female,3,67,Yes,4,5,46
Male,8,92,No,5,5,88
Male,9,79,Yes,6,5,78
Female,8,56,No,4,3,47
Male,4,94,No,5,2,75
Male,6,62,No,4,3,51
Male,1,84,Yes,8,5,61
Male,4,48,No,4,1,29
Female,8,41,No,5,2,36
Female,1,71,Yes,6,3,44
Male,3,90,Yes,9,5,75
Male,1,91,Yes,5,3,63
Female,9,88,Yes,6,3,85
Female,2,70,No,6,3,46
Female,9,46,Yes,7,4,44
Male,4,69,Yes,8,5,55
Female,2,97,No,7,1,76
Female,4,42,Yes,9,2,25
Female,6,90,Yes,5,1,74
Female,7,90,Yes,7,1,79
Male,3,95,No,9,4,75
Female,3,48,Yes,6,2,28
Female,8,49,Yes,5,3,44
Female,5,85,Yes,7,4,72
Male,4,89,No,4,2,72
Female,7,97,No,9,2,94
Male,7,86,Yes,9,2,79
Female,9,65,No,8,5,64
Male,9,40,Yes,4,1,35
Male,5,69,No,5,3,54
Female,8,96,No,7,2,90
Female,1,77,Yes,6,1,52
Male,9,54,Yes,7,4,50
Female,8,64,Yes,5,3,58
Female,6,45,No,5,5,33
Female,3,57,Yes,5,4,38
Male,3,40,No,5,3,17
Female,8,95,No,9,3,90
Male,5,42,Yes,7,1,32
Female,7,56,No,4,4,46
Female,5,87,No,6,5,76
Female,8,47,Yes,6,3,45
Female,4,99,No,8,3,81
Female,2,88,No,9,1,66
Male,3,79,Yes,5,1,59
Female,8,56,Yes,5,1,54
Male,7,64,Yes,5,3,59
Female,2,80,No,9,3,55
Male,6,51,No,4,1,36
Male,9,68,No,5,1,66
Male,4,64,Yes,8,4,47
Male,9,90,No,8,3,89
Female,2,75,No,4,3,50
Male,2,92,No,9,3,69
Male,9,93,Yes,5,4,94
Female,7,64,Yes,7,2,54
Female,7,68,Yes,7,3,60
Female,1,50,No,6,2,22
Male,6,99,No,4,2,84
Female,7,43,Yes,7,5,34
Female,6,53,Yes,6,2,40
Male,6,85,No,8,4,78
Female,2,77,Yes,6,1,56
Female,6,56,No,5,2,45
Male,4,41,Yes,5,4,23
Female,9,47,Yes,8,1,45
Male,1,75,Yes,4,3,50
Male,8,49,No,9,5,37
Female,5,46,Yes,5,4,29
Female,1,75,No,5,4,44
Male,4,55,Yes,6,1,38
Female,1,53,Yes,6,1,24
Female,6,55,No,6,3,43
Female,2,64,No,7,3,39
Female,5,80,Yes,8,1,70
Female,7,43,No,4,1,37
Female,2,68,Yes,6,5,47
Male,6,95,No,4,3,85
Female,6,45,No,6,1,32
Male,5,40,Yes,5,5,24
Female,5,78,Yes,4,2,60
Female,3,40,No,7,4,20
Male,2,90,No,6,5,66
Male,7,79,Yes,9,5,74
Male,1,96,No,8,3,70
Male,6,42,No,5,3,25
Female,6,40,No,6,2,25
Female,3,40,No,4,2,20
Male,2,78,Yes,6,2,59
Male,2,60,Yes,5,4,33
Female,9,84,No,8,2,81
Male,5,69,No,8,4,51
Male,7,71,Yes,8,2,64
Female,5,72,No,9,4,58
Female,7,87,No,5,3,78
Male,4,61,No,9,3,43
Female,8,69,No,9,3,64
Female,7,93,No,6,3,85
Male,5,85,Yes,5,2,73
Male,6,43,No,5,2,32
Female,5,62,No,6,4,46
Female,7,94,No,7,4,85
Male,2,83,Yes,9,2,64
Male,5,64,No,8,3,50
Female,3,51,No,4,2,29
Female,9,56,Yes,9,4,53
Female,6,92,Yes,4,1,83
Female,3,54,Yes,6,5,36
Male,7,49,Yes,4,3,37
Female,4,74,No,7,3,57
Male,3,94,No,5,5,75
Male,8,91,No,8,3,84
Male,4,91,Yes,4,3,74
Female,1,68,No,4,5,40
Female,6,51,Yes,6,1,37
Female,1,40,Yes,6,1,11
Female,5,40,No,5,4,28
Male,7,49,Yes,8,3,40
Male,6,57,Yes,4,5,47
Female,2,86,No,5,5,65
Male,4,41,No,8,1,22
Male,2,88,Yes,5,3,66
Male,1,47,No,4,4,19
Male,3,61,No,6,3,43
Male,3,61,Yes,6,4,41
Female,7,65,Yes,6,3,56
Male,1,65,No,7,4,42
Female,9,48,No,5,3,45
Female,6,60,Yes,4,1,46
Male,4,70,No,5,3,51
Female,3,91,Yes,6,3,74
Male,3,82,Yes,9,4,67
Male,2,45,No,9,3,21
Male,2,95,No,5,5,73
Male,5,53,No,8,4,39
Female,9,72,No,9,3,69
Female,2,46,No,9,3,24
Male,2,63,Yes,5,2,36
Female,6,48,No,7,2,38
Male,2,50,Yes,7,5,29
Male,4,95,No,6,3,72
Female,6,62,Yes,4,3,48
Female,5,87,No,8,5,71
Female,1,90,No,4,5,61
Female,6,41,Yes,4,4,29
Male,1,54,No,8,3,31
Female,3,74,No,7,4,56
Female,5,75,Yes,9,3,62
Female,5,91,Yes,6,1,78
Male,6,93,Yes,5,2,83
Male,8,67,No,7,5,65
Male,5,78,Yes,6,4,65
Male,1,83,Yes,9,4,59
Female,5,43,No,7,4,26
Male,3,49,No,8,1,32
Male,4,45,No,4,1,27
Male,8,96,No,8,3,89
Female,7,69,No,9,3,57
Male,5,93,No,5,4,77
Male,2,85,Yes,8,5,65
Male,6,74,Yes,9,4,63
Female,6,88,No,4,2,78
Male,6,82,Yes,7,1,74
Male,9,49,Yes,6,4,41
Male,8,97,Yes,9,5,90
Male,8,92,Yes,9,4,88
Female,1,71,No,5,3,47
Female,5,81,No,7,3,66
Male,7,81,Yes,9,4,75
Female,6,42,No,9,2,29
Male,5,95,Yes,6,5,80
Female,8,65,Yes,4,2,59
Male,3,54,No,8,4,34
Male,6,56,Yes,7,5,47
Male,5,66,No,6,1,53
Female,8,57,No,6,2,50
Male,4,90,No,8,2,72
Male,8,58,No,7,2,54
Female,2,51,No,7,3,28
Male,9,63,No,4,2,59
Female,9,44,No,7,1,40
Female,6,63,No,9,1,55
Male,4,66,No,8,3,49
Male,4,87,Yes,7,4,70
Female,6,69,No,4,5,57
Female,5,54,Yes,6,4,39
Female,6,86,No,9,3,75
Male,7,98,Yes,7,5,87
Male,7,77,No,8,1,70
Female,9,83,No,7,4,76
Male,8,73,No,5,5,68
Male,6,66,Yes,4,5,53
Female,6,59,Yes,6,3,48
Male,5,80,No,5,4,63
Female,1,71,Yes,8,4,47
Male,9,43,No,7,5,38
Female,9,44,Yes,4,1,43
Male,9,92,Yes,9,5,90
Female,8,97,Yes,7,4,95
Male,3,47,No,7,1,24
Male,1,61,Yes,7,3,35
Female,8,81,Yes,9,1,75
Female,7,46,No,7,4,37
Male,5,61,No,4,2,46
Female,7,85,Yes,9,4,80
Male,4,69,Yes,9,2,55
Male,9,76,No,5,5,71
Male,2,55,No,8,3,32
Male,9,54,No,9,1,51
Male,9,44,No,5,2,43
Female,5,42,No,4,2,23
Female,1,62,Yes,8,3,37
Male,7,49,No,9,3,40
Female,4,44,No,6,2,24
Male,9,62,Yes,5,5,60
Male,6,54,No,4,3,44
Male,3,57,No,4,3,34
Male,6,64,No,4,3,51
Female,6,47,Yes,8,1,39
Female,5,70,No,7,5,57
Male,2,60,No,6,4,36
Male,2,41,No,8,3,16
Male,7,61,No,8,5,52
Female,2,47,Yes,9,5,25
Female,6,62,Yes,5,1,51
Female,5,71,No,6,2,56
Male,4,47,No,4,4,27
Male,7,43,No,8,3,33
Male,8,69,No,6,5,60
Female,4,58,No,5,4,39
Male,1,62,No,7,2,41
Male,1,57,No,6,3,35
Male,1,92,Yes,4,5,67
Male,1,68,No,8,4,39
Male,5,62,Yes,7,5,51
Male,4,72,Yes,5,5,56
Male,9,91,No,4,2,93
Female,3,86,Yes,7,4,68
Female,7,57,Yes,9,1,49
Male,8,93,Yes,9,2,88
Female,6,83,No,5,2,72
Female,1,72,Yes,4,5,44
Male,8,46,Yes,8,1,41
Female,3,90,No,5,2,69
Female,8,67,No,7,5,66
Female,4,40,Yes,4,2,20
Female,8,95,No,9,5,92
Female,1,78,No,9,1,53
Male,3,73,Yes,6,5,50
Male,6,78,Yes,4,2,70
Female,9,58,Yes,7,5,51
Male,2,70,No,7,2,45
Female,1,52,Yes,6,4,25
Female,3,96,Yes,7,4,75
Female,4,63,No,4,1,45
Male,5,44,No,9,4,29
Female,3,62,No,5,4,43
Female,2,58,No,9,2,38
Male,2,40,Yes,9,5,16
Male,7,72,Yes,4,2,61
Male,9,98,Yes,7,4,95
Male,2,89,No,6,1,65
Male,7,95,Yes,6,1,85
Female,7,72,No,8,1,66
Female,7,71,No,6,4,61
Female,3,98,No,6,1,79
Male,7,67,Yes,7,2,59
Female,1,76,No,5,2,52
Male,1,80,Yes,5,5,56
Female,5,51,Yes,7,4,37
Male,2,48,Yes,6,2,29
Female,9,89,No,4,3,84
Female,7,94,Yes,9,2,87
Female,4,50,Yes,9,3,36
Male,4,72,No,5,2,56
Female,2,58,Yes,7,5,34
Male,5,93,No,4,2,77
Female,4,96,Yes,6,5,80
Female,1,81,No,7,5,59
Female,8,73,No,5,1,68
Female,3,46,No,4,4,26
Male,6,70,No,4,5,57
Female,4,91,No,5,1,72
Female,9,41,Yes,4,2,36
Male,7,58,Yes,9,5,51
Male,9,77,Yes,5,5,76
Male,3,71,Yes,9,3,51
Female,1,49,No,7,1,28
Male,5,80,No,8,2,69
Female,3,47,Yes,6,1,30
Female,6,65,No,7,3,56
Female,8,69,Yes,9,2,64
Male,4,50,No,6,1,33
Female,5,80,No,6,5,67
Male,5,59,Yes,9,2,45
Male,4,99,Yes,9,2,84
Female,4,59,No,5,4,40
Male,4,48,Yes,8,2,33
Female,4,47,Yes,9,3,31
Male,4,99,Yes,6,2,81
Female,5,54,Yes,6,3,38
Male,2,73,No,7,3,48
Male,2,63,No,8,3,39
Female,9,72,No,8,5,71
Male,2,80,No,6,5,55
Female,6,80,Yes,8,3,70
Female,2,84,Yes,7,5,65
Female,5,79,Yes,5,4,65
Male,4,66,No,6,4,49
Male,7,60,No,4,3,49
Female,7,44,No,6,4,35
Female,6,74,No,6,4,62
Male,5,60,Yes,5,5,48
Female,1,43,Yes,9,3,18
Male,3,88,Yes,9,3,70
Male,9,87,No,4,5,83
Female,1,55,No,4,5,29
Male,5,96,No,4,1,79
Female,2,70,No,9,5,49
Female,4,65,No,5,1,49
Female,1,91,No,8,2,63
Female,3,74,Yes,4,1,50
Male,7,45,No,8,3,36
Male,3,72,No,7,1,53
Female,4,60,No,5,3,39
Female,2,55,Yes,8,3,32
Male,3,86,Yes,9,4,69
Male,9,78,No,9,2,74
Female,3,73,Yes,4,1,55
Male,5,81,Yes,4,5,72
Female,2,96,Yes,8,1,72
Female,4,99,No,9,1,86
Male,7,54,Yes,8,2,47
Female,7,45,Yes,7,5,34
Male,3,41,Yes,5,2,24
Male,5,63,No,9,5,51
Male,1,95,Yes,6,3,73
Female,1,88,No,9,3,68
Female,5,67,Yes,7,4,52
Female,9,40,No,9,3,38
Male,1,40,No,7,4,11
Male,1,67,No,9,5,41
Male,4,75,No,7,5,57
Female,4,59,No,4,3,41
Male,2,87,Yes,8,5,62
Female,9,47,Yes,9,1,48
Female,9,40,Yes,5,3,37
Male,2,65,No,4,3,41
Male,9,90,No,7,4,91
Male,6,82,No,5,2,73
Male,8,88,Yes,4,1,82
Male,4,64,No,6,4,44
Male,2,49,No,9,5,29
Female,2,51,No,9,5,32
Male,9,80,No,7,5,78
Female,1,46,Yes,4,4,21
Male,7,51,No,4,3,43
Male,3,86,No,7,1,69
Male,3,79,No,6,3,56
Female,2,56,No,9,2,31
Male,6,44,Yes,8,5,36
Female,2,53,No,6,3,30
Female,4,73,Yes,7,2,56
Male,9,87,Yes,8,5,87
Male,9,56,No,4,2,54
Female,6,74,No,6,1,61
Male,4,94,Yes,6,4,77
Male,7,40,No,9,5,30
Female,1,98,No,9,3,69
Female,4,89,Yes,8,1,74
Female,5,89,Yes,4,4,72
Male,8,75,Yes,6,4,71
Male,2,54,Yes,8,1,30
Male,5,99,Yes,6,5,82
Male,6,58,Yes,9,2,51
Female,5,90,No,4,5,76
Male,9,81,No,4,4,76
Male,1,44,No,5,5,17
Female,3,58,No,8,3,40
Female,2,82,No,9,2,63
Male,3,78,No,9,2,60
Female,9,44,No,9,1,44
Male,9,91,No,7,5,87
Female,2,51,No,6,5,27
Female,3,58,Yes,4,3,30
Male,4,86,Yes,6,3,68
Female,9,51,No,6,4,44
Male,3,75,No,7,2,53
Female,7,51,Yes,4,3,40
Male,3,57,Yes,5,4,36
Male,7,88,Yes,9,4,79
Male,7,90,No,8,2,86
Male,9,87,Yes,6,1,85
Female,2,82,Yes,7,1,61
Male,6,73,Yes,7,3,63
Female,9,87,No,8,4,82
Male,2,72,Yes,8,3,47
Male,2,88,No,4,4,66
Male,5,57,Yes,6,4,48
Male,8,96,Yes,6,4,90
Male,9,68,No,8,3,70
Female,2,84,Yes,9,5,64
Male,5,44,Yes,5,2,27
Male,7,64,Yes,6,5,58
Male,6,63,No,7,5,48
Male,6,68,No,9,3,57
Male,7,98,No,8,1,90
Female,3,77,Yes,6,5,56
Male,3,72,No,4,3,50
Male,9,49,Yes,8,3,48
Male,8,76,Yes,7,2,74
Female,5,99,Yes,4,2,86
Female,6,72,Yes,8,1,59
Female,1,62,Yes,8,4,43
Male,1,97,Yes,6,4,75
Male,4,50,Yes,4,3,32
Female,2,63,Yes,8,5,44
Male,7,63,No,9,1,54
Female,2,46,No,7,1,24
Male,2,89,Yes,4,3,61
Male,5,60,No,9,3,45
Female,4,59,No,6,2,44
Female,8,92,No,5,3,84
Male,4,49,Yes,8,2,32
Female,6,64,No,5,1,50
Male,5,86,Yes,8,2,73
Female,2,75,No,9,4,52
Male,8,87,No,6,2,85
Female,2,86,No,6,4,61
Male,9,54,Yes,6,2,52
Female,9,83,Yes,6,2,82
Male,3,79,Yes,4,1,57
Male,4,79,Yes,4,1,58
Female,8,89,Yes,8,1,83
Male,9,45,Yes,4,5,41
Male,3,76,Yes,8,3,58
Female,5,41,Yes,4,1,25
Male,8,51,Yes,4,3,43
Male,3,97,No,4,4,74
Female,7,43,No,7,1,34
Female,8,62,Yes,6,4,58
Male,3,52,No,7,2,34
Female,2,56,No,4,5,30
Female,7,70,Yes,4,2,62
Male,9,55,Yes,7,1,52
Female,1,80,No,9,1,56
Female,3,65,Yes,8,5,45
Female,5,67,No,6,1,51
Male,3,40,Yes,8,5,18
Female,1,86,No,9,1,64
Female,7,51,Yes,6,5,38
Female,7,76,No,5,1,69
Female,8,94,No,6,3,89
Male,5,95,No,8,3,81
Female,5,89,No,6,1,76
Male,5,59,Yes,5,3,38
Female,1,41,No,5,5,14
Female,5,75,Yes,4,5,62
Male,6,54,No,5,3,39
Male,1,77,Yes,7,1,51
Female,7,61,No,8,1,53
Female,1,83,Yes,7,2,54
Male,2,89,No,9,4,68
Female,2,71,No,7,5,53
Male,5,98,Yes,8,4,86
Male,7,59,No,9,5,51
Female,1,75,No,7,3,48
Female,1,72,No,7,1,50
Female,1,54,No,9,4,24
Female,6,89,Yes,7,1,79
Female,2,85,No,5,1,63
Male,1,42,Yes,8,1,13
Female,6,68,Yes,8,3,54
Male,2,86,Yes,8,4,61
Female,6,66,Yes,7,3,58
Female,8,44,No,5,2,35
Male,2,98,No,8,1,78
Female,9,95,Yes,6,1,95
Female,8,70,No,8,4,61
Male,1,61,No,4,2,32
Female,7,74,Yes,6,4,66
Female,6,93,Yes,8,1,83
Female,6,46,Yes,7,5,35
Female,6,45,No,8,5,33
Female,6,65,Yes,5,3,55
Male,7,93,Yes,5,3,87
Female,3,40,No,8,3,18
Female,6,58,No,7,2,45
Male,3,46,No,7,3,26
Male,7,75,No,7,1,66
Male,7,51,No,8,2,44
Female,8,59,No,8,1,55
Female,2,62,No,4,5,40
Male,9,64,No,5,3,61
Male,5,69,Yes,6,1,54
Male,9,98,No,6,3,95
Female,5,68,Yes,5,4,56
Female,7,70,No,9,1,61
Female,9,57,No,4,2,53
Male,4,80,Yes,5,5,60
Female,2,58,No,4,2,35
Male,9,93,Yes,9,5,93
Male,2,43,No,4,5,20
Male,3,40,Yes,7,1,24
Male,2,80,Yes,5,3,54
Male,3,98,No,6,1,78
Female,6,54,Yes,8,2,45
Female,3,93,Yes,9,3,77
Male,8,47,No,9,5,40
Female,6,54,No,8,5,44
Female,7,54,Yes,5,2,45
Male,1,89,No,8,1,66
Male,3,78,Yes,4,4,57
Female,3,61,Yes,8,1,42
Female,2,57,Yes,4,1,34
Male,7,55,No,4,4,43
Male,9,41,No,6,2,37
Female,4,75,Yes,8,5,57
Female,5,59,Yes,6,4,44
Female,3,55,Yes,8,2,35
Male,9,42,No,4,1,36
Male,4,95,Yes,8,2,82
Male,5,69,No,9,2,55
Male,1,94,Yes,9,1,74
Female,2,41,Yes,6,4,19
Male,9,74,Yes,7,5,72
Male,2,65,Yes,9,3,42
Female,5,96,No,6,3,81
Male,8,44,No,7,1,38
Female,3,41,No,5,2,21
Female,6,90,No,6,2,82
Female,4,95,No,9,2,80
Male,7,59,Yes,9,1,51
Female,3,73,No,8,4,53
Female,6,73,No,7,5,62
Female,9,93,No,9,2,91
Male,1,95,No,8,5,71
Male,3,94,Yes,7,4,74
Female,2,59,Yes,6,2,40
Female,8,89,Yes,6,3,83
Male,7,64,No,8,3,58
Female,2,59,Yes,6,4,38
Male,6,64,Yes,8,1,56
Male,3,92,No,4,5,73
Female,8,53,No,7,2,46
Male,3,99,No,8,5,82
Female,9,86,Yes,7,4,88
Female,1,83,No,4,4,56
Male,5,82,Yes,7,5,68
Male,3,82,Yes,8,2,63
Male,6,78,Yes,6,3,71
Female,2,51,Yes,7,3,27
Female,9,87,Yes,7,4,85
Female,6,44,No,9,3,34
Male,7,41,Yes,9,2,33
Male,5,93,Yes,4,5,77
Male,9,55,Yes,5,2,50
Male,1,94,Yes,6,3,69
Female,5,69,Yes,8,3,55
Male,6,86,No,4,4,76
Male,7,82,Yes,8,1,74
Female,4,77,Yes,8,4,61
Male,1,84,Yes,7,2,60
Male,8,90,Yes,4,1,84
Female,4,81,No,4,4,56
Female,3,63,Yes,9,5,43
Female,7,90,Yes,6,1,82
Male,2,69,Yes,5,3,43
Female,8,76,Yes,8,1,73
Female,6,96,No,6,4,81
Female,7,98,No,9,4,94
Female,5,92,No,6,4,74
Male,9,78,Yes,8,1,76
Male,5,50,No,7,5,38
Male,5,53,No,7,4,38
Male,3,62,No,8,2,42
Female,1,92,No,9,3,71
Female,2,55,No,9,3,34
Male,8,89,Yes,4,1,84
Female,1,60,No,5,3,32
Female,7,94,No,7,1,85
Male,5,94,No,5,1,76
Male,3,43,Yes,6,3,21
Female,7,72,Yes,6,2,65
Female,9,93,No,8,1,92
Female,2,86,Yes,8,5,69
Male,8,53,Yes,8,3,49
Male,9,58,No,9,4,54
Female,3,98,Yes,7,1,81
Female,2,44,No,5,2,15
Male,7,75,No,6,4,66
Male,5,70,No,5,3,56
Male,5,84,Yes,7,4,71
Female,5,57,No,5,5,40
Female,4,83,No,5,4,66
Female,5,70,Yes,9,1,57
Female,4,94,No,8,4,79
Female,6,69,Yes,9,5,57
Female,4,60,Yes,9,1,43
Female,2,86,No,5,5,65
Male,9,69,Yes,5,1,66
Female,2,94,No,9,1,74
Female,9,80,Yes,5,1,76
Male,6,43,Yes,9,4,30
Male,9,44,Yes,4,2,39
Male,9,80,Yes,9,3,79
Female,3,84,No,6,4,60
Male,1,49,No,6,1,24
Male,1,66,Yes,5,5,42
Male,3,55,No,9,3,33
Male,5,69,No,9,3,57
Male,3,52,No,8,4,32
Male,9,75,No,8,1,71
Female,9,60,No,8,1,58
Male,3,84,No,9,2,64
Female,3,92,No,9,3,72
Male,5,79,Yes,6,3,64
Female,2,84,No,7,3,61
Male,6,54,Yes,5,2,43
Male,7,59,Yes,6,2,54
Female,9,59,Yes,8,1,56
Male,6,84,No,6,1,75
Female,3,94,No,6,1,72
Female,5,98,Yes,6,3,84
Male,4,44,Yes,8,2,30
Female,5,93,No,7,4,80
Female,8,93,No,4,1,82
Male,8,99,No,5,3,96
Female,6,71,Yes,5,5,60
Male,1,45,Yes,6,5,19
Female,8,69,No,7,2,62
Male,8,65,No,8,3,61
Male,2,76,Yes,4,5,53
Male,4,52,No,4,2,34
Female,2,68,No,6,3,43
Male,4,44,Yes,6,3,27
Male,7,64,Yes,8,4,55
Male,9,52,Yes,8,1,51
Male,8,63,Yes,9,5,58
Female,9,70,No,8,4,69
Male,8,59,Yes,6,3,52
Female,2,94,No,7,4,72
Female,7,47,No,6,2,38
Male,2,99,No,6,4,73
Male,2,48,Yes,4,5,26
Male,4,60,Yes,8,5,46
Female,1,90,No,5,5,60
Female,5,59,No,8,1,43
Male,6,54,Yes,9,5,43
Female,9,65,No,7,1,65
Female,8,93,No,7,3,89
Male,2,81,No,8,2,60
Female,1,50,No,8,4,22
Female,2,76,No,6,1,53
Male,7,80,No,5,1,70
Female,4,50,No,6,5,31
Female,5,66,No,4,1,52
Female,7,69,Yes,4,2,59
Male,3,58,Yes,7,4,40
Female,2,73,No,7,2,50
Male,7,77,No,5,4,66
Female,5,62,Yes,7,1,45
Male,1,92,Yes,9,5,69
Female,1,40,Yes,4,4,13
Male,9,42,No,5,1,37
Female,5,42,Yes,4,3,25
Male,1,67,Yes,8,1,45
Male,7,53,No,8,4,47
Female,9,91,Yes,5,3,93
Male,1,69,No,6,1,40
Female,4,97,Yes,9,5,85
Female,3,93,Yes,9,1,73
Male,5,44,Yes,7,3,27
Male,7,88,Yes,5,4,80
Female,8,54,Yes,9,1,46
Male,2,77,No,7,4,57
Male,7,53,No,4,5,43
Male,1,53,Yes,6,2,25
Female,7,96,No,7,5,90
Female,8,98,Yes,8,3,93
Male,2,88,Yes,8,2,67
Female,9,47,Yes,4,1,44
Female,1,47,Yes,5,5,18
Female,6,58,Yes,7,5,46
Male,1,71,No,4,4,44
Male,3,70,No,8,5,47
Female,6,68,No,8,4,55
Male,3,80,No,8,1,59
Female,8,50,Yes,6,3,42
Male,5,84,No,6,3,69
Male,2,52,Yes,8,5,29
Male,4,66,Yes,9,3,53
Male,9,95,No,5,2,90
Female,4,58,No,6,2,40
Male,8,65,Yes,7,4,55
Male,5,92,Yes,6,5,78
Female,1,90,Yes,7,4,64
Female,7,76,No,6,3,68
Male,3,87,Yes,8,1,68
Male,8,48,Yes,7,4,44
Female,3,67,Yes,5,3,45
Female,1,71,Yes,6,3,47
Female,5,91,No,6,1,73
Male,2,93,No,8,1,71
Male,4,42,Yes,7,5,25
Female,1,90,No,9,2,65
Female,9,71,Yes,8,3,70
Male,6,44,No,7,1,33
Female,8,47,No,6,4,42
Female,4,53,No,6,2,35
Female,9,95,No,6,4,90
Male,2,42,Yes,6,2,17
Female,9,63,Yes,4,2,59
Female,5,52,Yes,6,2,36
Male,6,82,No,6,3,71
Female,3,68,No,9,2,45
Male,4,47,Yes,9,3,31
Female,6,90,No,7,4,77
Male,7,81,No,6,5,73
Female,1,70,Yes,6,2,47
Female,7,65,No,7,5,56
Male,1,57,Yes,6,5,30
Male,5,97,No,6,2,84
Female,6,57,Yes,8,3,41
Male,2,96,No,4,2,73
Female,9,46,No,7,4,41
Female,6,87,No,8,5,77
Female,7,77,No,9,4,63
Male,8,87,No,5,4,79
Male,1,55,Yes,5,1,28
Female,8,94,No,9,5,91
Female,4,95,Yes,4,2,76
Female,8,99,Yes,5,5,92
Female,6,72,Yes,4,4,61
Female,9,95,No,5,2,92
